,value
Week1,90.25
Week2,100.79
Week3,108.68
Week4,111.99
Week5,84.83
Week6,93.84
Week7,100.98
Week8,129.9
Week9,98.96
Week10,128.8
Week11,108.93
Week12,100.14
Week13,79.15
Week14,124.37
Week15,105.28
Week16,120.23
Week17,94.82
Week18,82.73
Week19,83.11
Week20,103.52
Week21,112.88
Week22,94.21
Week23,97.14
Week24,109.69
Week25,80.66
Week26,63.76
Week27,83.96
Week28,96.93
Week29,101.71
Week30,93.72
Week31,95.97
Week32,92.58
Week33,69.3
Week34,100.82
Week35,113.48
Week36,73.74
Week37,87.29
Week38,92.54
Week39,63.97
Week40,102.5
Week41,80.41
Week42,96.23
Week43,60.41
Week44,99.34
Week45,84.67
Week46,94.89
Week47,73.77
Week48,77.92
Week49,89.71
Week50,66.02
Week51,82.5
Week52,72.18
