,value
Week1,104.57
Week2,149.65
Week3,105.31
Week4,87.6
Week5,122.16
Week6,90.45
Week7,110.63
Week8,91.86
Week9,102.89
Week10,120.68
Week11,93.08
Week12,79.53
Week13,78.11
Week14,85.37
Week15,77.88
Week16,97.16
Week17,65.4
Week18,77.08
Week19,73.0
Week20,114.46
Week21,90.8
Week22,90.75
Week23,82.09
Week24,90.86
Week25,73.64
Week26,81.84
Week27,73.87
Week28,91.89
Week29,75.11
Week30,107.11
Week31,115.05
Week32,86.46
Week33,69.34
Week34,109.18
Week35,99.37
Week36,78.55
Week37,123.27
Week38,67.38
Week39,74.68
Week40,99.81
Week41,72.21
Week42,92.46
Week43,50.64
Week44,87.04
Week45,79.92
Week46,80.46
Week47,94.21
Week48,96.95
Week49,78.77
Week50,59.28
Week51,92.14
Week52,88.79
