,value
Week1,88.74
Week2,94.78
Week3,104.94
Week4,118.98
Week5,81.17
Week6,98.57
Week7,92.18
Week8,104.21
Week9,136.42
Week10,88.94
Week11,82.71
Week12,120.03
Week13,101.11
Week14,132.66
Week15,93.97
Week16,88.04
Week17,145.65
Week18,93.65
Week19,85.04
Week20,129.57
Week21,95.88
Week22,130.79
Week23,108.17
Week24,112.61
Week25,105.61
Week26,132.43
Week27,111.19
Week28,115.66
Week29,89.23
Week30,136.01
Week31,119.2
Week32,143.28
Week33,102.41
Week34,128.35
Week35,100.82
Week36,103.91
Week37,119.39
Week38,88.93
Week39,99.16
Week40,110.4
Week41,89.07
Week42,111.85
Week43,113.25
Week44,125.48
Week45,124.03
Week46,118.17
Week47,114.95
Week48,131.78
Week49,114.99
Week50,128.66
Week51,94.15
Week52,120.82
