,value
Week1,115.68
Week2,96.65
Week3,101.39
Week4,97.16
Week5,95.47
Week6,103.02
Week7,92.49
Week8,86.12
Week9,103.3
Week10,107.01
Week11,127.12
Week12,79.2
Week13,124.73
Week14,109.04
Week15,94.78
Week16,118.71
Week17,113.05
Week18,124.7
Week19,107.21
Week20,131.12
Week21,92.7
Week22,100.42
Week23,93.6
Week24,94.32
Week25,104.01
Week26,152.76
Week27,94.47
Week28,107.97
Week29,104.14
Week30,96.82
Week31,92.4
Week32,98.65
Week33,100.06
Week34,93.05
Week35,104.22
Week36,116.44
Week37,97.68
Week38,95.02
Week39,113.57
Week40,108.04
Week41,118.13
Week42,96.31
Week43,106.73
Week44,125.46
Week45,106.53
Week46,110.12
Week47,119.68
Week48,135.23
Week49,106.44
Week50,128.69
Week51,106.55
Week52,137.01
