,value
Week1,101.39
Week2,89.96
Week3,73.97
Week4,119.29
Week5,117.84
Week6,82.29
Week7,119.67
Week8,120.37
Week9,80.72
Week10,107.54
Week11,91.06
Week12,112.95
Week13,100.49
Week14,90.36
Week15,114.19
Week16,96.22
Week17,86.04
Week18,60.96
Week19,120.33
Week20,94.37
Week21,87.33
Week22,75.5
Week23,94.65
Week24,78.12
Week25,77.77
Week26,50.05
Week27,63.25
Week28,98.17
Week29,71.69
Week30,85.02
Week31,99.68
Week32,101.07
Week33,102.72
Week34,115.29
Week35,94.38
Week36,87.27
Week37,65.86
Week38,92.78
Week39,95.49
Week40,65.63
Week41,64.28
Week42,79.68
Week43,69.5
Week44,67.09
Week45,108.74
Week46,91.34
Week47,88.26
Week48,88.89
Week49,69.59
Week50,65.96
Week51,63.41
Week52,62.4
