,value
Week1,108.41
Week2,113.9
Week3,117.65
Week4,96.42
Week5,95.55
Week6,119.88
Week7,111.09
Week8,80.15
Week9,100.33
Week10,94.68
Week11,83.33
Week12,101.89
Week13,124.24
Week14,107.34
Week15,92.61
Week16,100.32
Week17,98.78
Week18,110.96
Week19,115.92
Week20,125.15
Week21,92.65
Week22,110.34
Week23,131.96
Week24,93.56
Week25,126.14
Week26,104.65
Week27,89.01
Week28,88.04
Week29,126.66
Week30,92.8
Week31,108.52
Week32,119.87
Week33,86.38
Week34,116.5
Week35,126.75
Week36,112.41
Week37,99.18
Week38,133.65
Week39,100.45
Week40,130.49
Week41,140.1
Week42,107.38
Week43,103.98
Week44,132.58
Week45,120.67
Week46,132.4
Week47,120.02
Week48,153.16
Week49,132.52
Week50,104.54
Week51,118.27
Week52,126.76
