,value
Week1,90.01
Week2,82.52
Week3,79.74
Week4,99.14
Week5,101.78
Week6,104.08
Week7,114.49
Week8,94.61
Week9,116.31
Week10,107.29
Week11,134.59
Week12,95.01
Week13,99.12
Week14,109.35
Week15,94.6
Week16,121.21
Week17,87.02
Week18,108.14
Week19,90.14
Week20,98.65
Week21,107.68
Week22,102.5
Week23,98.8
Week24,106.37
Week25,119.73
Week26,117.75
Week27,117.4
Week28,123.16
Week29,117.44
Week30,118.25
Week31,121.17
Week32,116.21
Week33,126.04
Week34,123.69
Week35,122.95
Week36,108.85
Week37,122.29
Week38,124.65
Week39,99.03
Week40,107.43
Week41,106.91
Week42,138.08
Week43,126.23
Week44,123.63
Week45,109.53
Week46,139.3
Week47,123.55
Week48,139.52
Week49,130.92
Week50,120.12
Week51,112.9
Week52,109.01
