,value
Week1,124.5
Week2,106.83
Week3,101.53
Week4,129.11
Week5,81.58
Week6,99.59
Week7,84.24
Week8,119.66
Week9,106.61
Week10,117.18
Week11,86.86
Week12,100.47
Week13,91.07
Week14,88.72
Week15,95.07
Week16,83.94
Week17,73.04
Week18,113.4
Week19,89.2
Week20,96.77
Week21,94.69
Week22,110.02
Week23,75.34
Week24,103.21
Week25,90.15
Week26,89.26
Week27,104.48
Week28,72.1
Week29,132.43
Week30,79.88
Week31,110.05
Week32,77.24
Week33,101.44
Week34,101.87
Week35,101.36
Week36,115.63
Week37,76.14
Week38,84.1
Week39,96.94
Week40,103.28
Week41,72.21
Week42,100.07
Week43,88.12
Week44,65.78
Week45,89.15
Week46,71.17
Week47,77.68
Week48,93.8
Week49,71.19
Week50,95.05
Week51,49.43
Week52,77.94
