,value
Week1,92.59
Week2,134.28
Week3,103.09
Week4,129.71
Week5,98.23
Week6,97.66
Week7,106.02
Week8,87.84
Week9,89.38
Week10,93.65
Week11,105.19
Week12,112.97
Week13,100.28
Week14,112.35
Week15,118.31
Week16,94.44
Week17,118.89
Week18,126.97
Week19,122.84
Week20,97.95
Week21,95.82
Week22,68.95
Week23,112.86
Week24,105.68
Week25,139.84
Week26,98.91
Week27,102.84
Week28,109.94
Week29,92.89
Week30,128.56
Week31,110.0
Week32,121.99
Week33,104.03
Week34,100.7
Week35,105.17
Week36,102.59
Week37,127.81
Week38,126.85
Week39,129.91
Week40,116.65
Week41,125.59
Week42,87.15
Week43,95.59
Week44,159.01
Week45,99.93
Week46,116.64
Week47,119.87
Week48,122.44
Week49,125.75
Week50,120.16
Week51,124.73
Week52,102.67
