,value
Week1,121.89
Week2,90.15
Week3,95.98
Week4,71.06
Week5,107.07
Week6,129.47
Week7,115.16
Week8,112.83
Week9,106.44
Week10,100.84
Week11,83.25
Week12,106.03
Week13,84.18
Week14,68.92
Week15,68.86
Week16,118.33
Week17,105.27
Week18,84.33
Week19,91.77
Week20,112.43
Week21,91.13
Week22,96.05
Week23,94.89
Week24,106.78
Week25,109.61
Week26,92.83
Week27,73.73
Week28,96.71
Week29,92.62
Week30,78.84
Week31,91.68
Week32,85.66
Week33,104.05
Week34,83.83
Week35,77.08
Week36,73.2
Week37,94.86
Week38,86.47
Week39,74.9
Week40,77.47
Week41,102.83
Week42,80.06
Week43,80.61
Week44,91.31
Week45,46.41
Week46,90.81
Week47,110.99
Week48,65.83
Week49,93.99
Week50,67.82
Week51,79.65
Week52,100.95
