,value
Week1,98.07
Week2,115.5
Week3,94.57
Week4,113.49
Week5,79.54
Week6,123.2
Week7,75.33
Week8,93.47
Week9,132.41
Week10,92.77
Week11,117.98
Week12,93.97
Week13,101.86
Week14,100.95
Week15,98.49
Week16,69.72
Week17,80.79
Week18,99.41
Week19,75.7
Week20,103.51
Week21,85.31
Week22,99.2
Week23,97.19
Week24,91.12
Week25,102.14
Week26,120.71
Week27,66.74
Week28,77.45
Week29,69.46
Week30,85.32
Week31,86.3
Week32,92.69
Week33,87.83
Week34,61.37
Week35,76.88
Week36,75.91
Week37,73.38
Week38,105.55
Week39,99.11
Week40,107.1
Week41,37.03
Week42,85.79
Week43,82.1
Week44,112.59
Week45,87.52
Week46,99.01
Week47,87.43
Week48,69.54
Week49,87.8
Week50,54.12
Week51,95.11
Week52,89.09
