,value
Week1,106.44
Week2,72.58
Week3,101.86
Week4,104.43
Week5,74.45
Week6,114.86
Week7,108.74
Week8,101.76
Week9,103.74
Week10,117.08
Week11,90.52
Week12,101.75
Week13,75.59
Week14,120.97
Week15,72.66
Week16,112.16
Week17,105.85
Week18,114.95
Week19,124.2
Week20,102.28
Week21,118.95
Week22,104.15
Week23,127.49
Week24,110.23
Week25,111.77
Week26,133.31
Week27,96.15
Week28,112.6
Week29,115.99
Week30,119.96
Week31,127.8
Week32,103.23
Week33,98.12
Week34,129.22
Week35,101.96
Week36,72.13
Week37,107.71
Week38,127.95
Week39,136.25
Week40,113.72
Week41,95.22
Week42,130.95
Week43,96.41
Week44,126.9
Week45,89.5
Week46,116.15
Week47,102.57
Week48,133.73
Week49,117.86
Week50,121.91
Week51,122.34
Week52,95.31
