,value
Week1,113.37
Week2,122.28
Week3,88.18
Week4,87.72
Week5,87.62
Week6,82.57
Week7,93.52
Week8,112.47
Week9,101.35
Week10,90.52
Week11,110.86
Week12,90.93
Week13,83.38
Week14,105.18
Week15,87.89
Week16,66.86
Week17,110.94
Week18,71.93
Week19,78.47
Week20,98.1
Week21,96.78
Week22,84.36
Week23,100.54
Week24,93.5
Week25,105.8
Week26,68.99
Week27,88.98
Week28,83.93
Week29,77.1
Week30,81.5
Week31,89.51
Week32,83.73
Week33,84.87
Week34,89.42
Week35,71.75
Week36,62.63
Week37,112.56
Week38,104.0
Week39,73.88
Week40,85.58
Week41,77.19
Week42,96.24
Week43,63.66
Week44,92.45
Week45,81.84
Week46,97.03
Week47,96.62
Week48,46.32
Week49,62.05
Week50,83.89
Week51,95.58
Week52,80.06
