,value
Week1,104.96
Week2,95.44
Week3,88.12
Week4,90.15
Week5,103.97
Week6,83.59
Week7,116.91
Week8,94.43
Week9,67.29
Week10,114.29
Week11,84.02
Week12,87.44
Week13,107.99
Week14,81.37
Week15,114.48
Week16,80.91
Week17,62.52
Week18,95.32
Week19,83.8
Week20,80.82
Week21,83.76
Week22,77.02
Week23,100.38
Week24,95.04
Week25,91.31
Week26,94.74
Week27,88.23
Week28,85.13
Week29,64.24
Week30,103.14
Week31,91.54
Week32,58.36
Week33,94.7
Week34,106.38
Week35,80.07
Week36,88.48
Week37,65.57
Week38,79.22
Week39,85.71
Week40,69.13
Week41,75.72
Week42,43.5
Week43,95.64
Week44,80.33
Week45,102.76
Week46,72.02
Week47,88.1
Week48,97.55
Week49,56.05
Week50,84.21
Week51,93.79
Week52,90.06
