,value
Week1,122.33
Week2,93.54
Week3,109.25
Week4,82.32
Week5,100.04
Week6,99.76
Week7,84.61
Week8,90.3
Week9,117.14
Week10,100.64
Week11,86.87
Week12,123.01
Week13,91.48
Week14,77.46
Week15,86.28
Week16,98.23
Week17,106.23
Week18,111.52
Week19,119.72
Week20,110.42
Week21,99.39
Week22,102.29
Week23,102.31
Week24,118.98
Week25,91.47
Week26,91.76
Week27,110.77
Week28,108.61
Week29,118.32
Week30,130.04
Week31,123.24
Week32,118.82
Week33,94.25
Week34,116.5
Week35,106.71
Week36,138.07
Week37,109.18
Week38,106.42
Week39,85.68
Week40,99.62
Week41,123.39
Week42,85.37
Week43,121.35
Week44,116.55
Week45,112.57
Week46,116.44
Week47,129.17
Week48,127.93
Week49,99.19
Week50,130.87
Week51,118.53
Week52,95.23
