,value
Week1,101.39
Week2,102.23
Week3,105.46
Week4,74.48
Week5,122.41
Week6,101.31
Week7,129.27
Week8,107.52
Week9,109.53
Week10,104.05
Week11,111.77
Week12,93.01
Week13,119.98
Week14,104.58
Week15,80.73
Week16,102.28
Week17,104.87
Week18,115.26
Week19,97.5
Week20,119.45
Week21,97.06
Week22,121.7
Week23,105.54
Week24,115.4
Week25,131.3
Week26,130.12
Week27,119.52
Week28,132.96
Week29,121.39
Week30,103.06
Week31,123.61
Week32,107.59
Week33,125.44
Week34,103.62
Week35,127.19
Week36,130.27
Week37,96.04
Week38,123.43
Week39,109.94
Week40,100.36
Week41,97.11
Week42,125.25
Week43,116.52
Week44,107.01
Week45,119.02
Week46,108.75
Week47,145.36
Week48,123.12
Week49,125.79
Week50,115.69
Week51,146.45
Week52,115.45
