,value
Week1,94.01
Week2,96.31
Week3,100.71
Week4,105.58
Week5,117.96
Week6,102.1
Week7,81.24
Week8,96.59
Week9,93.64
Week10,106.4
Week11,121.78
Week12,96.48
Week13,105.77
Week14,93.68
Week15,127.15
Week16,90.16
Week17,132.31
Week18,92.61
Week19,111.11
Week20,105.38
Week21,109.77
Week22,90.45
Week23,104.3
Week24,82.72
Week25,104.27
Week26,124.06
Week27,88.27
Week28,125.37
Week29,132.09
Week30,98.13
Week31,72.86
Week32,120.01
Week33,131.19
Week34,118.82
Week35,125.57
Week36,127.88
Week37,99.73
Week38,115.12
Week39,129.8
Week40,101.72
Week41,78.45
Week42,114.51
Week43,141.94
Week44,102.81
Week45,140.56
Week46,108.37
Week47,135.3
Week48,122.85
Week49,122.23
Week50,112.13
Week51,117.69
Week52,108.36
