,value
Week1,76.45
Week2,63.02
Week3,67.02
Week4,105.84
Week5,82.87
Week6,102.25
Week7,97.92
Week8,98.38
Week9,105.26
Week10,98.98
Week11,118.12
Week12,106.57
Week13,70.99
Week14,93.22
Week15,110.24
Week16,93.48
Week17,106.99
Week18,85.93
Week19,95.05
Week20,103.03
Week21,101.59
Week22,107.33
Week23,81.33
Week24,99.91
Week25,85.25
Week26,78.09
Week27,90.0
Week28,86.35
Week29,64.52
Week30,96.76
Week31,84.62
Week32,62.28
Week33,75.79
Week34,83.91
Week35,82.09
Week36,60.61
Week37,66.25
Week38,100.22
Week39,93.49
Week40,75.03
Week41,77.21
Week42,92.45
Week43,100.52
Week44,63.13
Week45,64.61
Week46,60.26
Week47,63.83
Week48,73.77
Week49,71.04
Week50,78.28
Week51,73.02
Week52,85.75
