,value
Week1,95.65
Week2,111.74
Week3,105.35
Week4,65.27
Week5,93.45
Week6,112.23
Week7,106.34
Week8,84.48
Week9,114.07
Week10,127.56
Week11,86.41
Week12,111.79
Week13,89.86
Week14,115.35
Week15,114.91
Week16,72.29
Week17,118.28
Week18,74.41
Week19,97.5
Week20,83.21
Week21,89.41
Week22,123.84
Week23,75.38
Week24,86.51
Week25,108.56
Week26,71.75
Week27,110.32
Week28,78.49
Week29,95.76
Week30,72.93
Week31,75.94
Week32,59.01
Week33,84.39
Week34,76.65
Week35,101.18
Week36,103.95
Week37,108.31
Week38,78.59
Week39,47.17
Week40,86.4
Week41,96.04
Week42,72.77
Week43,78.75
Week44,91.07
Week45,68.38
Week46,84.69
Week47,64.72
Week48,70.71
Week49,88.63
Week50,55.46
Week51,94.64
Week52,80.6
