,value
Week1,89.91
Week2,97.49
Week3,89.02
Week4,104.74
Week5,124.16
Week6,91.45
Week7,113.45
Week8,89.29
Week9,110.78
Week10,87.26
Week11,83.39
Week12,94.57
Week13,119.27
Week14,88.99
Week15,111.29
Week16,137.51
Week17,104.59
Week18,120.21
Week19,98.04
Week20,94.95
Week21,97.9
Week22,121.52
Week23,79.44
Week24,110.97
Week25,131.12
Week26,125.36
Week27,125.02
Week28,99.48
Week29,103.83
Week30,99.19
Week31,111.86
Week32,101.0
Week33,129.92
Week34,107.89
Week35,114.16
Week36,119.27
Week37,125.78
Week38,98.15
Week39,99.87
Week40,114.49
Week41,103.26
Week42,125.98
Week43,120.69
Week44,129.44
Week45,106.22
Week46,121.38
Week47,107.42
Week48,122.08
Week49,125.97
Week50,106.47
Week51,111.22
Week52,125.6
