,value
Week1,131.68
Week2,101.11
Week3,90.51
Week4,90.31
Week5,104.01
Week6,107.86
Week7,80.88
Week8,116.35
Week9,103.82
Week10,97.28
Week11,86.55
Week12,118.47
Week13,109.87
Week14,70.92
Week15,81.49
Week16,126.56
Week17,71.1
Week18,76.04
Week19,94.69
Week20,97.02
Week21,105.54
Week22,113.66
Week23,80.19
Week24,116.9
Week25,107.01
Week26,94.53
Week27,101.87
Week28,88.7
Week29,118.0
Week30,86.91
Week31,76.56
Week32,91.3
Week33,80.99
Week34,117.8
Week35,94.89
Week36,88.02
Week37,106.04
Week38,84.31
Week39,91.69
Week40,85.43
Week41,97.36
Week42,72.0
Week43,92.92
Week44,46.35
Week45,54.49
Week46,48.69
Week47,75.95
Week48,62.88
Week49,88.8
Week50,81.1
Week51,84.65
Week52,63.41
