,value
Week1,110.11
Week2,77.76
Week3,85.08
Week4,114.78
Week5,106.05
Week6,101.22
Week7,101.49
Week8,105.84
Week9,89.01
Week10,99.91
Week11,71.92
Week12,95.43
Week13,82.54
Week14,95.77
Week15,98.02
Week16,89.68
Week17,93.07
Week18,96.53
Week19,77.0
Week20,63.49
Week21,73.98
Week22,60.96
Week23,104.62
Week24,105.8
Week25,68.18
Week26,69.22
Week27,86.61
Week28,84.27
Week29,78.95
Week30,86.96
Week31,87.44
Week32,102.14
Week33,94.84
Week34,69.18
Week35,93.51
Week36,90.69
Week37,51.13
Week38,102.73
Week39,88.91
Week40,73.95
Week41,82.1
Week42,103.54
Week43,82.86
Week44,78.07
Week45,118.4
Week46,82.29
Week47,72.06
Week48,84.86
Week49,50.19
Week50,114.12
Week51,47.98
Week52,82.75
