,value
Week1,63.65
Week2,101.54
Week3,83.98
Week4,109.2
Week5,107.91
Week6,86.29
Week7,91.22
Week8,81.29
Week9,95.68
Week10,131.05
Week11,115.41
Week12,90.36
Week13,121.75
Week14,89.19
Week15,90.39
Week16,115.03
Week17,102.14
Week18,77.56
Week19,124.3
Week20,92.74
Week21,104.34
Week22,136.75
Week23,111.5
Week24,101.68
Week25,109.5
Week26,108.09
Week27,123.36
Week28,119.51
Week29,108.82
Week30,84.29
Week31,120.54
Week32,125.88
Week33,116.28
Week34,107.42
Week35,96.03
Week36,66.31
Week37,87.76
Week38,65.16
Week39,129.03
Week40,131.75
Week41,122.81
Week42,118.41
Week43,105.86
Week44,116.23
Week45,103.19
Week46,121.44
Week47,155.56
Week48,115.01
Week49,110.22
Week50,105.07
Week51,125.22
Week52,110.04
