,value
Week1,99.85
Week2,83.27
Week3,112.79
Week4,85.38
Week5,75.04
Week6,93.79
Week7,85.52
Week8,85.76
Week9,102.59
Week10,100.52
Week11,109.76
Week12,106.08
Week13,94.61
Week14,111.6
Week15,110.23
Week16,121.63
Week17,129.24
Week18,138.03
Week19,107.16
Week20,128.33
Week21,114.17
Week22,64.47
Week23,115.21
Week24,126.89
Week25,112.96
Week26,123.07
Week27,97.07
Week28,128.16
Week29,79.12
Week30,100.05
Week31,96.85
Week32,111.82
Week33,101.48
Week34,98.27
Week35,142.6
Week36,126.67
Week37,108.97
Week38,101.19
Week39,140.97
Week40,114.52
Week41,140.78
Week42,119.15
Week43,138.73
Week44,114.46
Week45,128.94
Week46,119.39
Week47,117.06
Week48,131.44
Week49,147.88
Week50,97.91
Week51,159.71
Week52,128.25
