,value
Week1,96.17
Week2,100.11
Week3,84.24
Week4,102.44
Week5,97.87
Week6,107.88
Week7,80.5
Week8,108.18
Week9,106.15
Week10,98.33
Week11,89.84
Week12,73.69
Week13,79.87
Week14,112.45
Week15,124.82
Week16,113.59
Week17,109.33
Week18,96.7
Week19,99.66
Week20,81.11
Week21,98.81
Week22,67.33
Week23,86.93
Week24,65.45
Week25,95.59
Week26,82.39
Week27,73.2
Week28,72.07
Week29,82.0
Week30,88.88
Week31,120.8
Week32,110.8
Week33,99.06
Week34,72.41
Week35,86.56
Week36,69.44
Week37,73.46
Week38,92.44
Week39,87.47
Week40,69.08
Week41,79.84
Week42,89.22
Week43,100.08
Week44,74.94
Week45,85.56
Week46,65.09
Week47,82.49
Week48,89.69
Week49,84.16
Week50,77.89
Week51,79.76
Week52,78.68
