,value
Week1,86.67
Week2,110.09
Week3,109.98
Week4,107.48
Week5,75.46
Week6,95.35
Week7,93.5
Week8,114.33
Week9,87.78
Week10,103.83
Week11,97.39
Week12,104.12
Week13,127.89
Week14,84.77
Week15,110.05
Week16,95.49
Week17,103.05
Week18,101.92
Week19,113.62
Week20,93.53
Week21,118.6
Week22,132.91
Week23,100.25
Week24,135.16
Week25,118.06
Week26,96.88
Week27,104.33
Week28,128.61
Week29,119.57
Week30,89.04
Week31,113.83
Week32,118.68
Week33,128.58
Week34,133.33
Week35,113.19
Week36,100.02
Week37,126.29
Week38,118.46
Week39,120.02
Week40,124.82
Week41,114.89
Week42,115.24
Week43,104.86
Week44,139.46
Week45,131.39
Week46,107.99
Week47,105.21
Week48,118.21
Week49,102.9
Week50,114.74
Week51,135.75
Week52,107.29
