,value
Week1,95.49
Week2,84.23
Week3,90.33
Week4,88.18
Week5,92.11
Week6,71.58
Week7,95.36
Week8,79.77
Week9,104.55
Week10,101.03
Week11,87.33
Week12,85.5
Week13,118.41
Week14,96.49
Week15,80.12
Week16,81.34
Week17,73.07
Week18,88.22
Week19,116.03
Week20,92.5
Week21,89.74
Week22,87.45
Week23,96.95
Week24,90.8
Week25,68.47
Week26,108.05
Week27,65.62
Week28,56.99
Week29,82.32
Week30,89.49
Week31,101.63
Week32,93.06
Week33,93.3
Week34,91.72
Week35,123.86
Week36,79.77
Week37,91.74
Week38,80.6
Week39,71.87
Week40,82.3
Week41,91.94
Week42,98.19
Week43,74.66
Week44,59.13
Week45,86.44
Week46,55.97
Week47,91.01
Week48,84.73
Week49,84.61
Week50,86.82
Week51,82.39
Week52,79.21
