,value
Week1,99.59
Week2,117.5
Week3,132.89
Week4,100.09
Week5,108.29
Week6,113.56
Week7,101.24
Week8,99.46
Week9,103.04
Week10,100.81
Week11,99.45
Week12,108.67
Week13,130.65
Week14,99.06
Week15,95.68
Week16,109.23
Week17,87.5
Week18,107.34
Week19,88.91
Week20,101.32
Week21,125.69
Week22,90.66
Week23,133.96
Week24,104.91
Week25,90.71
Week26,118.67
Week27,107.56
Week28,89.7
Week29,105.96
Week30,95.64
Week31,99.02
Week32,105.09
Week33,94.41
Week34,135.74
Week35,121.45
Week36,85.9
Week37,117.54
Week38,115.45
Week39,136.96
Week40,119.28
Week41,121.62
Week42,122.32
Week43,131.74
Week44,122.28
Week45,142.89
Week46,139.53
Week47,137.76
Week48,94.26
Week49,122.15
Week50,129.47
Week51,114.17
Week52,121.31
