,value
Week1,112.02
Week2,91.56
Week3,105.73
Week4,113.98
Week5,88.85
Week6,99.99
Week7,85.18
Week8,121.13
Week9,109.64
Week10,102.08
Week11,117.69
Week12,92.93
Week13,113.4
Week14,95.55
Week15,114.59
Week16,127.23
Week17,110.04
Week18,126.75
Week19,114.38
Week20,113.94
Week21,101.13
Week22,120.2
Week23,122.31
Week24,95.2
Week25,64.92
Week26,91.24
Week27,115.56
Week28,113.7
Week29,91.42
Week30,103.13
Week31,125.3
Week32,117.2
Week33,106.86
Week34,132.31
Week35,99.5
Week36,105.26
Week37,103.28
Week38,94.1
Week39,99.95
Week40,106.36
Week41,135.27
Week42,115.76
Week43,127.95
Week44,122.23
Week45,136.7
Week46,91.38
Week47,109.18
Week48,117.85
Week49,105.96
Week50,138.32
Week51,106.65
Week52,118.16
