,value
Week1,71.5
Week2,101.54
Week3,110.42
Week4,79.48
Week5,100.2
Week6,96.06
Week7,97.05
Week8,78.54
Week9,109.36
Week10,116.47
Week11,88.15
Week12,113.71
Week13,129.82
Week14,92.62
Week15,120.26
Week16,123.17
Week17,131.77
Week18,125.6
Week19,100.18
Week20,105.79
Week21,109.25
Week22,108.39
Week23,103.0
Week24,116.96
Week25,117.07
Week26,125.04
Week27,112.92
Week28,107.6
Week29,103.84
Week30,107.37
Week31,99.31
Week32,116.02
Week33,111.77
Week34,106.5
Week35,98.63
Week36,107.88
Week37,141.73
Week38,106.74
Week39,134.22
Week40,114.7
Week41,146.9
Week42,109.27
Week43,150.51
Week44,125.43
Week45,127.57
Week46,137.65
Week47,93.47
Week48,104.73
Week49,116.41
Week50,122.44
Week51,124.08
Week52,124.55
