,value
Week1,96.35
Week2,110.51
Week3,111.91
Week4,105.8
Week5,123.04
Week6,102.49
Week7,131.94
Week8,115.62
Week9,97.56
Week10,83.02
Week11,68.4
Week12,79.54
Week13,110.87
Week14,124.45
Week15,115.13
Week16,99.95
Week17,111.27
Week18,70.73
Week19,124.25
Week20,97.65
Week21,125.46
Week22,101.39
Week23,101.8
Week24,96.87
Week25,135.06
Week26,90.46
Week27,137.6
Week28,119.83
Week29,109.44
Week30,103.17
Week31,99.74
Week32,94.14
Week33,123.22
Week34,108.17
Week35,114.34
Week36,116.43
Week37,84.12
Week38,111.61
Week39,115.99
Week40,100.68
Week41,125.32
Week42,112.34
Week43,130.19
Week44,93.55
Week45,142.77
Week46,113.26
Week47,128.71
Week48,118.01
Week49,132.83
Week50,141.17
Week51,123.57
Week52,118.04
