,value
Week1,110.93
Week2,112.68
Week3,79.34
Week4,90.46
Week5,87.44
Week6,98.06
Week7,97.93
Week8,99.99
Week9,86.91
Week10,102.4
Week11,115.47
Week12,114.22
Week13,100.99
Week14,100.36
Week15,108.43
Week16,94.91
Week17,84.64
Week18,113.69
Week19,101.53
Week20,108.41
Week21,96.59
Week22,103.3
Week23,87.94
Week24,119.33
Week25,99.5
Week26,135.22
Week27,113.18
Week28,106.26
Week29,112.1
Week30,114.79
Week31,118.83
Week32,120.5
Week33,132.19
Week34,131.62
Week35,136.94
Week36,129.44
Week37,113.25
Week38,111.01
Week39,127.56
Week40,117.15
Week41,116.0
Week42,92.29
Week43,99.29
Week44,135.04
Week45,144.03
Week46,113.46
Week47,132.09
Week48,110.57
Week49,129.19
Week50,112.37
Week51,107.78
Week52,112.29
