,value
Week1,101.47
Week2,105.2
Week3,114.69
Week4,99.25
Week5,97.02
Week6,88.49
Week7,93.71
Week8,119.42
Week9,104.86
Week10,82.36
Week11,110.88
Week12,84.58
Week13,101.26
Week14,103.22
Week15,124.56
Week16,90.63
Week17,112.36
Week18,84.97
Week19,96.77
Week20,108.24
Week21,119.23
Week22,103.86
Week23,97.64
Week24,120.2
Week25,140.37
Week26,131.11
Week27,98.77
Week28,97.48
Week29,106.49
Week30,117.49
Week31,112.77
Week32,117.38
Week33,94.08
Week34,145.41
Week35,126.52
Week36,112.56
Week37,125.92
Week38,116.53
Week39,105.11
Week40,108.58
Week41,100.84
Week42,116.8
Week43,112.46
Week44,105.07
Week45,124.29
Week46,136.94
Week47,114.8
Week48,140.93
Week49,140.25
Week50,124.36
Week51,91.1
Week52,119.25
