,value
Week1,110.05
Week2,129.16
Week3,112.44
Week4,94.85
Week5,86.75
Week6,82.8
Week7,97.48
Week8,87.08
Week9,80.1
Week10,102.67
Week11,98.02
Week12,123.86
Week13,113.95
Week14,78.67
Week15,94.03
Week16,87.1
Week17,84.53
Week18,75.92
Week19,82.27
Week20,89.08
Week21,100.01
Week22,78.34
Week23,83.68
Week24,91.44
Week25,94.7
Week26,102.43
Week27,76.0
Week28,114.81
Week29,86.72
Week30,96.86
Week31,95.41
Week32,68.71
Week33,106.27
Week34,84.81
Week35,61.79
Week36,73.5
Week37,84.74
Week38,58.58
Week39,90.37
Week40,97.74
Week41,75.54
Week42,99.53
Week43,91.25
Week44,71.55
Week45,89.21
Week46,85.82
Week47,107.03
Week48,99.93
Week49,83.19
Week50,83.64
Week51,66.85
Week52,83.79
