,value
Week1,90.32
Week2,101.11
Week3,88.97
Week4,107.23
Week5,109.39
Week6,73.16
Week7,89.36
Week8,102.33
Week9,135.44
Week10,102.52
Week11,88.64
Week12,91.28
Week13,89.94
Week14,110.59
Week15,87.63
Week16,92.9
Week17,111.7
Week18,97.25
Week19,103.3
Week20,82.15
Week21,77.22
Week22,118.17
Week23,85.99
Week24,66.98
Week25,93.71
Week26,107.4
Week27,93.07
Week28,74.85
Week29,99.05
Week30,61.32
Week31,76.35
Week32,98.8
Week33,76.27
Week34,80.3
Week35,94.28
Week36,108.11
Week37,94.57
Week38,76.14
Week39,91.29
Week40,56.51
Week41,101.94
Week42,49.37
Week43,90.06
Week44,87.32
Week45,89.4
Week46,76.58
Week47,100.36
Week48,89.35
Week49,80.83
Week50,65.8
Week51,72.35
Week52,95.17
