,value
Week1,108.82
Week2,98.71
Week3,91.16
Week4,89.74
Week5,108.61
Week6,96.0
Week7,76.84
Week8,90.86
Week9,112.34
Week10,78.01
Week11,118.97
Week12,116.03
Week13,79.75
Week14,76.57
Week15,94.66
Week16,85.43
Week17,83.96
Week18,89.97
Week19,106.26
Week20,104.65
Week21,105.17
Week22,110.6
Week23,80.55
Week24,79.4
Week25,88.98
Week26,77.46
Week27,94.37
Week28,110.19
Week29,90.12
Week30,102.33
Week31,68.2
Week32,67.93
Week33,47.5
Week34,81.27
Week35,107.52
Week36,90.62
Week37,116.1
Week38,102.89
Week39,99.74
Week40,77.64
Week41,102.34
Week42,77.22
Week43,63.44
Week44,119.26
Week45,84.26
Week46,58.02
Week47,101.13
Week48,56.55
Week49,96.9
Week50,91.58
Week51,69.54
Week52,63.8
