,value
Week1,110.38
Week2,89.56
Week3,111.83
Week4,105.02
Week5,109.34
Week6,106.88
Week7,107.2
Week8,96.13
Week9,96.27
Week10,82.26
Week11,67.89
Week12,103.21
Week13,108.8
Week14,98.22
Week15,95.11
Week16,79.21
Week17,78.62
Week18,97.85
Week19,106.62
Week20,95.01
Week21,90.44
Week22,95.79
Week23,77.64
Week24,83.5
Week25,106.71
Week26,76.04
Week27,104.56
Week28,89.64
Week29,102.04
Week30,66.04
Week31,98.63
Week32,118.62
Week33,87.51
Week34,79.13
Week35,73.59
Week36,120.49
Week37,70.7
Week38,114.58
Week39,72.59
Week40,97.63
Week41,90.06
Week42,85.31
Week43,90.31
Week44,95.57
Week45,76.85
Week46,56.83
Week47,52.33
Week48,117.83
Week49,74.13
Week50,85.75
Week51,92.21
Week52,97.09
