,value
Week1,100.18
Week2,100.38
Week3,84.98
Week4,87.5
Week5,83.78
Week6,88.73
Week7,105.95
Week8,93.99
Week9,87.88
Week10,97.48
Week11,80.9
Week12,61.51
Week13,112.45
Week14,88.18
Week15,105.39
Week16,92.89
Week17,99.32
Week18,88.52
Week19,126.94
Week20,86.77
Week21,91.89
Week22,94.09
Week23,80.27
Week24,101.07
Week25,66.02
Week26,106.53
Week27,65.44
Week28,87.09
Week29,104.54
Week30,86.12
Week31,106.91
Week32,92.74
Week33,91.0
Week34,90.09
Week35,86.29
Week36,70.95
Week37,82.9
Week38,60.46
Week39,98.62
Week40,102.83
Week41,73.48
Week42,82.06
Week43,94.15
Week44,69.51
Week45,87.84
Week46,86.34
Week47,82.82
Week48,79.5
Week49,69.9
Week50,86.84
Week51,71.99
Week52,99.53
