,value
Week1,81.12
Week2,73.42
Week3,108.3
Week4,112.16
Week5,117.63
Week6,97.04
Week7,101.23
Week8,102.59
Week9,128.17
Week10,112.34
Week11,114.57
Week12,103.01
Week13,95.36
Week14,95.56
Week15,111.38
Week16,82.92
Week17,105.18
Week18,106.04
Week19,47.19
Week20,93.7
Week21,97.21
Week22,87.79
Week23,96.05
Week24,86.83
Week25,98.16
Week26,69.47
Week27,90.37
Week28,79.32
Week29,82.86
Week30,106.82
Week31,56.97
Week32,78.5
Week33,111.23
Week34,97.9
Week35,98.72
Week36,88.81
Week37,78.54
Week38,126.65
Week39,103.71
Week40,93.5
Week41,92.01
Week42,75.61
Week43,60.61
Week44,71.32
Week45,67.57
Week46,111.28
Week47,84.53
Week48,90.95
Week49,97.66
Week50,47.67
Week51,102.26
Week52,58.46
