,value
Week1,130.98
Week2,76.64
Week3,115.74
Week4,102.43
Week5,93.62
Week6,105.41
Week7,66.51
Week8,101.76
Week9,110.06
Week10,95.88
Week11,121.64
Week12,100.48
Week13,90.08
Week14,105.5
Week15,95.69
Week16,120.22
Week17,106.26
Week18,113.16
Week19,115.5
Week20,105.02
Week21,80.56
Week22,92.76
Week23,86.22
Week24,86.77
Week25,119.45
Week26,71.87
Week27,108.12
Week28,105.49
Week29,105.57
Week30,90.51
Week31,131.16
Week32,137.31
Week33,86.04
Week34,115.79
Week35,112.01
Week36,105.94
Week37,125.83
Week38,116.64
Week39,113.83
Week40,124.69
Week41,132.32
Week42,106.97
Week43,133.12
Week44,90.75
Week45,113.27
Week46,128.24
Week47,112.93
Week48,141.36
Week49,96.83
Week50,120.03
Week51,132.67
Week52,105.16
