,value
Week1,99.76
Week2,120.23
Week3,108.28
Week4,104.82
Week5,102.58
Week6,84.0
Week7,91.94
Week8,112.54
Week9,83.56
Week10,102.48
Week11,110.87
Week12,97.93
Week13,104.96
Week14,121.64
Week15,83.07
Week16,96.67
Week17,103.01
Week18,117.22
Week19,91.38
Week20,79.47
Week21,119.67
Week22,88.17
Week23,97.43
Week24,132.02
Week25,115.64
Week26,120.76
Week27,111.06
Week28,122.47
Week29,101.3
Week30,99.53
Week31,118.13
Week32,102.49
Week33,84.49
Week34,100.07
Week35,108.53
Week36,106.1
Week37,88.25
Week38,141.55
Week39,114.33
Week40,140.2
Week41,116.07
Week42,110.88
Week43,116.87
Week44,122.25
Week45,152.9
Week46,94.41
Week47,112.79
Week48,139.43
Week49,131.45
Week50,123.84
Week51,102.66
Week52,89.51
