,value
Week1,121.32
Week2,81.21
Week3,96.33
Week4,105.41
Week5,117.54
Week6,117.71
Week7,118.31
Week8,96.71
Week9,70.06
Week10,113.88
Week11,100.71
Week12,113.9
Week13,117.47
Week14,107.33
Week15,129.93
Week16,108.57
Week17,99.74
Week18,103.97
Week19,124.83
Week20,102.33
Week21,110.29
Week22,109.95
Week23,112.64
Week24,112.89
Week25,92.22
Week26,125.23
Week27,121.11
Week28,106.16
Week29,106.21
Week30,89.12
Week31,88.04
Week32,129.93
Week33,114.28
Week34,114.43
Week35,108.03
Week36,134.09
Week37,110.13
Week38,119.5
Week39,120.79
Week40,115.7
Week41,107.38
Week42,124.36
Week43,104.45
Week44,103.71
Week45,111.86
Week46,126.43
Week47,118.92
Week48,104.95
Week49,122.6
Week50,128.81
Week51,136.28
Week52,119.43
