,value
Week1,106.52
Week2,103.33
Week3,106.71
Week4,119.37
Week5,71.46
Week6,78.79
Week7,127.42
Week8,105.78
Week9,101.97
Week10,117.29
Week11,119.08
Week12,119.66
Week13,97.19
Week14,81.68
Week15,99.1
Week16,70.2
Week17,99.5
Week18,111.45
Week19,102.97
Week20,94.05
Week21,82.72
Week22,99.38
Week23,106.73
Week24,112.21
Week25,131.3
Week26,111.62
Week27,100.02
Week28,112.43
Week29,99.35
Week30,114.46
Week31,113.8
Week32,91.29
Week33,98.2
Week34,140.99
Week35,102.26
Week36,141.45
Week37,115.89
Week38,120.21
Week39,100.89
Week40,94.02
Week41,88.55
Week42,97.38
Week43,80.94
Week44,122.6
Week45,135.24
Week46,141.36
Week47,110.78
Week48,147.32
Week49,99.99
Week50,115.88
Week51,117.1
Week52,114.81
