,value
Week1,93.22
Week2,107.96
Week3,98.05
Week4,88.76
Week5,70.45
Week6,95.8
Week7,104.33
Week8,96.62
Week9,117.66
Week10,96.38
Week11,113.54
Week12,106.17
Week13,108.59
Week14,83.38
Week15,81.6
Week16,103.98
Week17,87.46
Week18,109.45
Week19,108.02
Week20,102.03
Week21,88.19
Week22,106.04
Week23,117.57
Week24,68.45
Week25,125.07
Week26,95.3
Week27,118.21
Week28,80.9
Week29,103.72
Week30,112.36
Week31,120.48
Week32,133.24
Week33,107.05
Week34,133.88
Week35,108.88
Week36,134.49
Week37,109.63
Week38,127.78
Week39,103.17
Week40,141.78
Week41,98.29
Week42,125.23
Week43,136.02
Week44,111.0
Week45,89.02
Week46,128.0
Week47,131.71
Week48,92.67
Week49,137.83
Week50,133.15
Week51,109.93
Week52,141.18
