,value
Week1,102.75
Week2,130.21
Week3,110.33
Week4,115.24
Week5,124.9
Week6,113.88
Week7,124.04
Week8,98.39
Week9,92.64
Week10,85.07
Week11,115.44
Week12,105.52
Week13,78.35
Week14,117.13
Week15,88.3
Week16,94.79
Week17,101.08
Week18,120.05
Week19,76.71
Week20,87.33
Week21,96.43
Week22,78.19
Week23,100.43
Week24,78.72
Week25,67.12
Week26,96.17
Week27,87.42
Week28,105.18
Week29,68.87
Week30,84.21
Week31,82.18
Week32,97.85
Week33,71.26
Week34,78.44
Week35,87.58
Week36,86.23
Week37,93.04
Week38,74.06
Week39,77.86
Week40,103.46
Week41,84.05
Week42,75.39
Week43,68.56
Week44,105.77
Week45,59.74
Week46,88.88
Week47,80.88
Week48,105.23
Week49,82.63
Week50,86.18
Week51,76.39
Week52,57.24
