,value
Week1,102.33
Week2,111.84
Week3,101.72
Week4,100.45
Week5,115.57
Week6,111.49
Week7,87.11
Week8,66.8
Week9,92.83
Week10,85.66
Week11,69.87
Week12,107.77
Week13,106.01
Week14,111.68
Week15,75.55
Week16,97.67
Week17,108.56
Week18,121.84
Week19,78.7
Week20,94.13
Week21,101.44
Week22,95.34
Week23,129.01
Week24,58.29
Week25,70.34
Week26,123.57
Week27,71.16
Week28,65.79
Week29,71.5
Week30,91.75
Week31,86.76
Week32,102.43
Week33,89.56
Week34,115.4
Week35,84.52
Week36,80.96
Week37,91.79
Week38,126.14
Week39,88.38
Week40,87.63
Week41,114.99
Week42,98.86
Week43,78.33
Week44,82.69
Week45,88.92
Week46,85.18
Week47,75.2
Week48,82.85
Week49,81.8
Week50,74.36
Week51,88.2
Week52,100.78
